communityname,State,countyCode,communityCode,fold,pop,perHoush,pctBlack,pctWhite,pctAsian,pctHisp,pct12-21,pct12-29,pct16-24,pct65up,persUrban,pctUrban,medIncome,pctWwage,pctWfarm,pctWdiv,pctWsocsec,pctPubAsst,pctRetire,medFamIncome,perCapInc,whitePerCap,blackPerCap,NAperCap,asianPerCap,otherPerCap,hispPerCap,persPoverty,pctPoverty,pctLowEdu,pctNotHSgrad,pctCollGrad,pctUnemploy,pctEmploy,pctEmployMfg,pctEmployProfServ,pctOccupManu,pctOccupMgmt,pctMaleDivorc,pctMaleNevMar,pctFemDivorc,pctAllDivorc,persPerFam,pct2Par,pctKids2Par,pctKids-4w2Par,pct12-17w2Par,pctWorkMom-6,pctWorkMom-18,kidsBornNevrMarr,pctKidsBornNevrMarr,numForeignBorn,pctFgnImmig-3,pctFgnImmig-5,pctFgnImmig-8,pctFgnImmig-10,pctImmig-3,pctImmig-5,pctImmig-8,pctImmig-10,pctSpeakOnlyEng,pctNotSpeakEng,pctLargHousFam,pctLargHous,persPerOccupHous,persPerOwnOccup,persPerRenterOccup,pctPersOwnOccup,pctPopDenseHous,pctSmallHousUnits,medNumBedrm,houseVacant,pctHousOccup,pctHousOwnerOccup,pctVacantBoarded,pctVacant6up,medYrHousBuilt,pctHousWOphone,pctHousWOplumb,ownHousLowQ,ownHousMed,ownHousUperQ,ownHousQrange,rentLowQ,rentMed,rentUpperQ,rentQrange,medGrossRent,medRentpctHousInc,medOwnCostpct,medOwnCostPctWO,persEmergShelt,persHomeless,pctForeignBorn,pctBornStateResid,pctSameHouse-5,pctSameCounty-5,pctSameState-5,numPolice,policePerPop,policeField,policeFieldPerPop,policeCalls,policCallPerPop,policCallPerOffic,policePerPop2,racialMatch,pctPolicWhite,pctPolicBlack,pctPolicHisp,pctPolicAsian,pctPolicMinority,officDrugUnits,numDiffDrugsSeiz,policAveOT,landArea,popDensity,pctUsePubTrans,policCarsAvail,policOperBudget,pctPolicPatrol,gangUnit,pctOfficDrugUnit,policBudgetPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,nonViolPerPop,violentPerPop
Jaspercity,AL,,,7,13553,2.53,14.59,84.78,0.41,0.42,13.55,22.92,10.73,16.77,0,0.0,22476,64.44,1.07,35.11,38.52,8.54,17.29,31201,12641,13282,9193,0,2847,0.0,1994,2131,16.4,14.03,35.13,16.93,5.48,49.28,11.92,26.4,17.06,26.1,10.41,22.04,13.05,11.88,2.99,74.47,67.5,74.7,80.81,57.81,62.92,318,2.83,95,27.37,27.37,31.58,35.79,0.19,0.19,0.22,0.25,97.96,0.43,3.42,2.41,2.43,2.51,2.25,70.0,2.13,44.52,3,455,92.18,67.61,1.1,46.15,1967,8.0,0.93,36700,56000,84200,47500,119,204,273,154,310,27.2,16.2,13.4,0,0,0.7,82.48,56.1,85.68,94.43,,,,,,,,,,,,,,,,,,23.7,571.7,0.51,,,,,0.0,,0,0.0,3.0,21.49,20.0,143.26,157.0,1124.56,170.0,1217.68,722.0,5171.55,74.0,530.05,5.0,35.81,6955.09,1289.31
Englewoodcity,CO,,,7,29387,2.22,1.21,93.83,1.53,7.99,10.54,26.19,11.36,14.13,29387,100.0,25422,77.64,0.42,41.13,26.36,5.54,15.98,30373,13514,13785,11211,8739,8960,9830.0,9314,3146,10.9,5.78,19.75,19.03,4.95,65.25,14.03,21.42,13.11,23.26,14.96,30.89,18.36,16.76,2.87,65.96,63.97,81.23,67.84,70.04,76.6,471,2.18,1098,18.21,28.14,35.97,41.26,0.68,1.05,1.34,1.54,92.7,1.23,3.07,1.76,2.19,2.36,2.0,56.0,2.41,60.97,2,1656,88.89,51.83,0.97,29.71,1957,4.35,0.34,61800,72800,88700,26900,280,367,472,192,424,25.8,22.6,12.6,0,0,3.74,48.11,44.36,68.48,88.3,,,,,,,,,,,,,,,,,,6.8,4344.6,4.4,,,,,0.0,,0,0.0,18.0,53.67,55.0,163.99,191.0,569.5,385.0,1147.95,1872.0,5581.73,183.0,545.65,39.0,116.29,7391.62,787.17
Narragansetttown,RI,9.0,48340.0,9,14985,2.56,0.82,97.15,0.88,1.03,16.55,34.42,22.54,10.13,0,0.0,35545,81.47,0.95,46.81,22.45,4.68,17.04,44361,16986,17049,14098,10186,22775,9194.0,21922,1945,13.03,3.47,12.82,37.07,5.3,66.82,8.5,29.0,7.62,32.57,6.78,42.98,9.69,8.27,2.99,76.57,76.47,86.59,85.01,63.13,76.25,121,1.26,497,22.33,35.21,39.64,39.64,0.74,1.17,1.31,1.31,93.37,0.5,3.25,2.07,2.55,2.65,2.42,60.14,1.13,43.47,3,2363,71.2,57.88,1.44,77.15,1971,1.63,0.24,130700,167100,237500,106800,454,584,720,266,670,30.3,23.3,13.5,0,0,3.32,60.94,47.28,66.65,82.41,,,,,,,,,,,,,,,,,,14.7,1022.4,0.99,,,,,0.0,,0,0.0,4.0,26.79,1.0,6.7,59.0,395.15,149.0,997.92,263.0,1761.44,23.0,154.04,0.0,0.0,2913.4,428.64
Towamencintownship,PA,91.0,77152.0,6,14167,2.72,2.48,93.36,3.88,0.96,13.42,23.91,10.99,9.47,13578,95.84,48547,84.81,0.58,61.76,21.28,2.23,12.86,57262,19370,19711,17055,50850,13089,6656.0,10243,387,2.75,3.65,12.43,36.62,2.64,71.4,30.32,21.45,9.88,37.84,6.34,27.1,9.64,8.09,3.27,86.04,85.76,97.8,83.39,55.76,69.74,115,1.2,676,13.91,16.72,29.14,30.77,0.66,0.8,1.39,1.47,92.6,1.22,4.73,3.4,2.71,3.01,2.0,78.0,1.02,34.27,3,187,96.53,70.24,1.07,14.97,1975,0.33,0.22,119500,163200,205100,85600,300,538,640,340,623,26.3,21.7,12.4,0,0,4.77,69.51,54.13,78.7,87.02,,,,,,,,,,,,,,,,,,10.1,1409.7,1.81,,,,,0.0,,0,0.0,1.0,6.94,2.0,13.88,7.0,48.58,58.0,402.55,243.0,1686.56,8.0,55.52,1.0,6.94,2151.58,69.41
Wichitacity,KS,173.0,79000.0,2,304011,2.47,11.28,82.29,2.56,5.02,12.95,27.54,12.79,11.11,304011,100.0,28024,79.42,1.12,40.19,24.48,6.29,14.0,34610,14516,15787,8475,8138,9442,8263.0,9220,37321,12.47,5.75,18.13,22.73,5.8,65.71,25.41,22.58,12.75,27.69,11.91,28.45,15.12,13.58,3.05,71.36,68.77,78.93,71.85,63.96,70.92,8142,3.68,12259,18.4,27.56,38.26,51.83,0.74,1.11,1.54,2.09,92.73,1.32,4.7,3.07,2.43,2.6,2.18,63.1,3.91,55.85,2,11820,91.25,58.93,3.88,33.29,1958,5.25,0.28,41600,56700,78000,36400,227,299,385,158,395,25.4,19.8,12.7,202,0,4.03,61.08,46.59,80.35,87.73,423.0,134.89,381.0,121.49,350000.0,111608.2,827.4,134.9,89.86,92.2,4.73,2.84,0.0,7.57,13.0,6.0,94.6,119.3,2548.6,1.15,172.0,27124654.0,90.07,5.0,3.07,86495.3,48,15.31,265.0,84.5,1327.0,423.15,1103.0,351.73,5847.0,1864.49,16264.0,5186.27,2883.0,919.33,,,,874.69
LosGatostown,CA,,,6,27357,2.43,0.7,92.75,5.04,5.0,10.95,22.84,10.17,10.83,27357,100.0,57815,83.06,1.08,61.93,19.54,2.94,13.72,69481,33714,33986,17809,10551,34017,21726.0,27797,1241,4.65,2.12,6.46,47.89,2.92,69.9,22.58,27.62,4.67,48.78,11.63,30.6,15.58,13.71,2.88,77.64,76.66,84.86,79.12,55.31,64.97,221,1.24,2991,13.07,18.66,24.21,30.83,1.43,2.04,2.65,3.37,87.97,0.89,3.15,2.03,2.37,2.55,2.04,69.24,1.96,42.0,3,549,95.36,64.22,4.74,28.05,1964,0.43,0.08,325900,439900,500001,174101,639,800,990,351,849,27.2,25.1,11.4,0,1,10.93,48.96,48.93,81.84,90.79,,,,,,,,,,,,,,,,,,10.8,2544.4,1.27,,,,,0.0,,0,0.0,5.0,17.02,12.0,40.85,62.0,211.06,253.0,861.28,640.0,2178.72,56.0,190.64,19.0,64.68,3295.32,268.94
MiamiShoresvillage,FL,,,9,10084,2.75,20.39,76.19,1.86,13.52,14.24,23.45,13.29,14.67,10084,100.0,41670,75.4,0.93,56.26,34.39,1.99,11.43,49597,21428,25186,8298,800,22334,8254.0,13821,1061,11.12,4.96,14.97,36.73,4.8,62.12,6.68,30.7,7.41,39.5,8.74,32.25,11.19,10.06,3.13,76.42,72.66,84.01,72.78,72.58,77.59,172,2.78,2416,11.92,20.12,31.37,44.62,2.86,4.82,7.52,10.69,71.14,4.07,7.22,5.1,2.61,2.64,2.39,87.49,6.35,44.16,3,251,93.59,86.36,0.0,36.65,1953,0.76,0.66,80900,104900,150800,69900,357,490,654,297,597,29.2,23.6,13.2,0,0,23.96,29.29,53.22,82.67,86.48,,,,,,,,,,,,,,,,,,2.6,3896.4,2.87,,,,,0.0,,0,0.0,2.0,18.16,106.0,962.32,49.0,444.85,314.0,2850.66,526.0,4775.31,213.0,1933.73,1.0,9.08,9568.77,1425.33
Millbraecity,CA,,,3,20412,2.57,1.15,78.25,16.89,11.17,11.19,22.26,10.56,17.04,20412,100.0,45999,74.86,0.8,57.29,32.25,2.44,21.98,53055,21764,22916,11580,30387,18201,14943.0,15730,1085,5.4,6.32,15.9,24.29,3.19,60.09,8.17,21.65,8.21,30.08,7.62,27.36,10.72,9.26,2.98,79.05,77.17,92.59,79.52,51.73,63.9,147,0.97,5362,14.9,23.42,34.17,37.93,3.91,6.15,8.98,9.96,67.45,4.65,4.03,2.99,2.53,2.64,2.34,66.88,5.26,41.1,3,225,97.24,64.12,0.44,20.44,1957,0.38,0.11,323900,410200,500001,176101,629,770,982,353,838,31.6,23.4,11.3,0,0,26.27,51.44,59.1,79.96,90.48,,,,,,,,,,,,,,,,,,3.3,6133.4,5.08,,,,,0.0,,1,4.77,4.0,19.07,27.0,128.74,29.0,138.27,97.0,462.5,369.0,1759.4,66.0,314.69,3.0,14.3,2550.9,290.85
Hanovertownship,NJ,27.0,29550.0,4,11538,3.04,1.04,92.63,6.21,2.31,13.43,23.75,12.47,12.71,11538,100.0,60688,85.65,0.6,69.96,28.5,2.64,19.65,64063,22546,22835,23547,37000,17673,35000.0,17703,141,1.23,6.25,15.65,34.53,2.97,67.95,18.34,23.07,7.0,36.55,4.17,29.76,5.78,5.0,3.31,89.55,89.26,96.55,92.76,42.9,60.01,13,0.15,1336,5.61,12.28,18.26,25.97,0.65,1.42,2.11,3.01,83.98,1.63,4.88,4.22,3.03,3.06,2.69,91.45,0.66,13.37,3,92,97.63,90.4,7.61,68.48,1959,0.53,0.0,195000,234900,288000,93000,605,829,1001,396,986,20.6,20.3,12.6,0,0,11.58,67.47,71.58,84.13,93.82,,,,,,,,,,,,,,,,,,11.0,1044.2,1.1,,,,,0.0,,0,0.0,0.0,0.0,4.0,33.47,7.0,58.57,34.0,284.5,162.0,1355.54,15.0,125.51,1.0,8.37,1773.91,92.04
PleasantHillcity,CA,,,7,31585,2.43,1.4,89.31,6.98,6.65,10.27,24.1,10.07,10.55,31585,100.0,46885,81.66,0.6,54.34,20.94,3.48,16.51,53641,21950,22457,21723,14713,18600,14042.0,17071,1129,3.63,2.42,7.6,35.36,3.2,70.91,9.82,24.08,5.52,39.24,11.81,30.31,15.96,13.96,2.93,78.37,76.69,91.43,79.15,62.99,72.29,190,0.92,3461,13.72,20.17,29.85,36.15,1.5,2.21,3.27,3.96,87.53,1.55,2.84,1.83,2.39,2.59,2.08,67.12,2.34,41.43,3,649,95.25,62.17,1.39,9.71,1968,0.53,0.04,185100,229400,288400,103300,574,696,896,322,759,27.9,25.9,11.5,3,22,10.96,52.54,45.39,70.64,87.27,,,,,,,,,,,,,,,,,,7.0,4489.1,10.45,,,,,0.0,,0,0.0,3.0,9.44,58.0,182.42,109.0,342.83,415.0,1305.28,1266.0,3981.88,147.0,462.35,9.0,28.31,5777.82,534.69
WestHollywoodcity,CA,,,4,36118,1.6,3.42,90.18,3.1,8.73,4.58,23.07,7.61,15.91,36118,100.0,29314,72.18,0.72,37.2,19.97,8.39,7.08,33657,24386,24865,17011,14994,30141,12943.0,15233,4094,11.43,6.0,15.06,37.43,7.04,65.31,8.79,22.73,4.68,46.12,12.89,58.3,18.64,15.57,2.53,67.66,66.33,77.34,67.96,59.96,63.96,480,3.51,12282,21.28,26.62,32.2,42.24,7.23,9.05,10.95,14.36,66.8,7.53,1.87,0.48,1.58,1.61,1.58,22.62,4.88,95.34,1,1253,94.74,22.28,0.88,20.99,1959,0.89,0.28,245900,351700,462600,216700,449,573,721,272,608,28.3,31.7,12.3,14,142,34.01,20.21,42.21,74.82,79.36,,,,,,,,,,,,,,,,,,1.9,18541.1,5.98,,,,,0.0,,5,14.44,26.0,75.11,485.0,1401.09,352.0,1016.87,675.0,1949.97,1838.0,5309.68,869.0,2510.4,20.0,57.78,9827.83,2507.51
Moberlycity,MO,,,1,12839,2.46,7.24,91.65,0.54,0.86,14.38,25.65,12.85,16.85,0,0.0,20569,68.59,2.14,40.02,36.52,6.53,12.22,26654,10475,10832,5991,14440,6270,0.0,6043,2257,18.27,14.83,31.36,14.2,8.52,54.24,16.5,27.13,18.42,22.34,10.07,23.84,12.38,11.36,3.0,71.13,67.77,74.34,75.51,73.71,76.08,259,2.49,96,12.5,23.96,23.96,23.96,0.09,0.18,0.18,0.18,97.94,0.44,3.78,2.43,2.37,2.45,2.22,67.87,1.82,55.86,2,618,89.41,65.74,0.65,53.4,1954,10.58,0.58,19700,33200,52700,33000,134,188,242,108,277,25.3,18.1,13.4,0,0,0.75,75.46,50.83,77.48,88.98,,,,,,,,,,,,,,,,,,10.5,1227.9,0.55,,,,,0.0,,1,7.88,8.0,63.04,5.0,39.4,111.0,874.7,94.0,740.74,489.0,3853.43,21.0,165.48,1.0,7.88,4767.53,985.03
Bellevuecity,WA,,,3,86874,2.43,2.23,86.5,9.95,2.52,12.34,26.4,12.55,9.53,86878,100.0,43800,85.06,0.8,58.5,18.85,2.87,14.74,54261,23816,25073,14224,17004,16115,12841.0,15732,4807,5.58,1.84,5.82,45.65,3.03,70.55,17.03,22.11,6.06,39.81,9.06,30.94,14.05,11.63,2.94,79.33,78.66,87.02,80.28,53.62,66.89,646,1.11,11548,24.74,30.38,39.89,48.46,3.29,4.04,5.3,6.44,86.45,2.74,3.66,2.43,2.41,2.65,2.08,63.99,2.46,42.95,3,1672,95.53,58.22,0.36,8.85,1971,0.76,0.17,146300,192800,274100,127800,457,542,664,207,610,27.2,19.3,11.4,18,13,13.29,37.25,44.2,73.84,79.75,131.0,152.99,123.0,143.65,58000.0,67736.4,442.7,153.0,94.85,89.31,3.82,0.0,6.11,9.92,8.0,7.0,94.1,27.4,3175.7,6.81,70.0,10062672.0,93.89,10.0,6.11,117518.9,2,2.34,32.0,37.37,74.0,86.42,83.0,96.93,641.0,748.6,3742.0,4370.17,279.0,325.84,41.0,47.88,5492.49,223.06
Commercecity,CA,,,4,12135,3.73,0.78,38.93,1.29,90.7,18.98,33.35,16.88,9.05,12141,100.0,27415,75.95,0.0,20.79,29.19,18.43,13.66,29331,9023,11390,6646,7226,14600,7335.0,7950,2100,17.53,36.03,59.06,5.46,11.48,53.7,34.12,13.38,33.3,12.24,7.59,39.91,11.77,9.7,4.15,70.81,63.24,83.71,73.09,41.76,52.11,626,6.13,4807,13.73,19.74,26.52,35.76,5.44,7.82,10.51,14.17,24.16,22.46,23.51,18.78,3.7,3.8,3.6,49.6,36.57,72.43,2,81,97.57,48.26,6.17,38.27,1960,4.31,0.36,115700,154600,189500,73800,358,494,604,246,540,28.7,25.1,10.6,0,0,39.59,49.93,57.0,91.69,93.53,,,,,,,,,,,,,,,,,,6.8,1793.0,6.23,,,,,0.0,,1,8.05,8.0,64.42,136.0,1095.18,176.0,1417.3,252.0,2029.31,839.0,6756.32,617.0,4968.59,6.0,48.32,13802.54,2584.96
Bremertoncity,WA,,,1,38142,2.59,7.13,83.93,5.28,4.85,15.99,35.51,20.6,11.78,38065,99.52,22610,72.53,0.2,38.27,23.72,11.14,23.85,26423,11418,12090,8327,6839,7953,7510.0,8370,6201,18.1,6.46,17.96,12.65,7.4,60.43,18.77,21.64,11.86,20.63,12.16,38.01,17.73,14.75,2.99,68.32,66.99,75.27,77.99,46.12,56.53,758,2.88,1772,11.79,22.91,34.99,41.87,0.55,1.06,1.63,1.95,91.95,0.74,4.66,2.81,2.34,2.27,2.38,38.01,5.07,63.17,2,975,93.79,39.07,4.1,36.72,1951,6.52,0.45,50900,64200,82700,31800,246,329,393,147,390,24.7,19.5,12.5,30,4,4.63,33.0,33.7,55.97,64.09,,,,,,,,,,,,,,,,,,20.6,1851.6,7.79,,,,,0.0,,0,0.0,43.0,99.97,63.0,146.46,161.0,374.29,366.0,850.87,1573.0,3656.86,137.0,318.49,6.0,13.95,4840.17,620.71
Albuquerquecity,NM,,,9,384736,2.5,2.98,78.24,1.73,34.49,13.56,27.85,13.36,10.14,384736,100.0,27555,80.22,0.77,43.39,22.13,5.48,16.84,33746,14013,15391,9850,8271,11630,8622.0,9315,52903,13.98,5.9,16.09,28.43,6.32,63.87,9.39,29.25,9.07,32.27,12.19,31.85,16.37,14.37,3.05,68.56,66.04,76.7,72.57,62.1,70.24,10309,3.69,21310,12.37,21.28,30.85,42.41,0.68,1.18,1.71,2.35,74.7,2.62,4.5,2.94,2.46,2.66,2.2,61.91,4.91,50.61,2,13052,92.18,57.33,2.06,19.49,1971,6.53,0.27,67000,85900,112100,45100,280,353,443,163,402,27.3,22.1,12.2,258,112,5.54,45.11,45.25,75.35,81.89,213.0,50.75,190.0,45.27,178342.0,42491.3,837.3,50.7,97.34,60.09,4.23,34.27,0.0,37.09,16.0,10.0,125.1,137.0,2809.0,2.01,208.0,6405011.0,89.2,5.0,7.51,15260.4,50,11.91,259.0,61.71,1552.0,369.78,4835.0,1151.97,8199.0,1953.47,20552.0,4896.67,3578.0,852.49,231.0,55.04,7757.66,1595.37
NewProvidenceborough,NJ,39.0,51810.0,1,11439,2.7,0.54,94.18,4.9,2.7,9.9,21.33,10.02,12.28,11439,100.0,62420,84.14,0.96,70.06,25.1,2.04,18.5,70618,29773,30089,43680,7250,26588,12518.0,16825,278,2.45,4.91,9.49,48.6,2.71,69.32,12.85,24.24,4.86,43.97,4.13,26.68,7.31,5.8,3.1,90.92,90.33,93.16,88.69,56.45,66.83,32,0.38,1431,11.04,14.81,24.18,28.65,1.38,1.85,3.02,3.58,85.44,1.23,3.2,2.45,2.68,2.87,2.06,81.13,0.64,25.71,3,84,98.06,75.52,1.19,38.1,1957,0.52,0.58,205800,246400,295300,89500,607,702,959,352,757,24.9,21.2,12.7,0,0,12.51,52.16,65.66,79.06,90.11,,,,,,,,,,,,,,,,,,3.8,3001.1,7.98,,,,,0.0,,0,0.0,0.0,0.0,3.0,24.78,3.0,24.78,12.0,99.12,93.0,768.21,18.0,148.69,2.0,16.52,1032.55,49.56
FountainValleycity,CA,,,7,53691,3.08,0.95,78.23,17.73,8.11,16.68,29.12,15.57,6.56,53691,100.0,56255,87.35,1.07,55.22,15.16,4.66,13.08,60350,20699,21973,21896,16545,16238,13286.0,14950,1883,3.54,3.83,11.27,31.33,3.96,70.72,21.5,20.27,7.13,37.17,7.67,33.47,11.67,9.69,3.37,82.26,78.73,93.4,83.18,57.18,68.02,520,1.39,10439,10.59,20.26,28.77,40.26,2.06,3.94,5.59,7.83,76.26,4.14,7.91,6.43,3.07,3.18,2.73,77.87,5.68,25.83,3,612,96.6,75.15,0.16,13.56,1971,0.27,0.12,244000,287000,354200,110200,703,846,1001,298,893,28.5,22.3,11.8,0,3,19.44,43.27,56.39,81.78,89.24,,,,,,,,,,,,,,,,,,9.2,5813.2,0.95,,,,,0.0,,3,5.38,3.0,5.38,88.0,157.86,57.0,102.25,394.0,706.79,1971.0,3535.74,387.0,694.23,9.0,16.14,4952.91,270.88
Lakewoodcity,CO,,,9,126481,2.45,1.04,93.15,1.93,9.1,12.26,26.6,12.44,9.4,126481,100.0,34054,84.84,1.01,50.72,18.37,3.42,14.81,40231,16726,17061,12238,15745,11833,11452.0,11390,9348,7.6,3.03,11.82,29.63,4.78,70.2,11.25,23.23,9.13,32.22,12.52,29.1,17.24,14.97,2.92,71.09,69.33,78.97,74.14,71.41,77.61,1519,1.73,5143,10.25,15.77,26.07,32.43,0.42,0.64,1.06,1.32,92.84,0.89,3.22,2.14,2.38,2.54,2.13,64.6,1.97,47.08,3,4021,92.78,60.5,0.7,22.33,1970,2.4,0.1,77200,91400,111800,34600,336,407,495,159,465,24.5,21.3,11.9,69,0,4.07,44.46,49.04,71.05,87.33,191.0,147.87,183.0,141.68,124324.0,96250.6,650.9,147.9,97.33,95.81,1.05,2.62,0.52,4.19,6.0,9.0,113.4,42.3,2992.1,3.66,71.0,13416054.0,95.81,5.0,3.14,103866.0,6,4.65,31.0,24.0,174.0,134.71,427.0,330.58,1256.0,972.38,5355.0,4145.8,615.0,476.13,73.0,56.52,5650.82,493.93
Northglenncity,CO,,,8,27195,2.77,1.64,90.68,2.03,14.58,14.93,28.27,13.66,6.33,27195,100.0,34726,87.01,0.37,40.02,15.98,4.6,15.42,38734,13619,13809,12965,9120,12629,11504.0,11047,1438,5.34,3.56,16.94,13.84,5.34,70.75,17.29,18.05,18.11,20.69,11.37,28.45,14.75,13.08,3.19,74.65,70.32,85.12,82.07,68.08,76.75,325,1.56,993,3.93,9.97,16.01,24.67,0.14,0.36,0.58,0.9,91.03,0.9,5.99,4.49,2.75,2.95,2.4,68.14,2.53,31.66,3,613,94.13,63.51,0.33,40.13,1967,2.98,0.14,62900,71500,85800,22900,304,379,517,213,431,25.2,21.9,12.4,0,0,3.65,50.02,54.2,76.32,91.17,,,,,,,,,,,,,,,,,,7.2,3762.5,2.47,,,,,0.0,,1,3.55,11.0,39.04,18.0,63.89,63.0,223.62,209.0,741.85,1120.0,3975.44,89.0,315.91,8.0,28.4,5061.58,330.1
FallRivercity,MA,5.0,23000.0,10,92703,2.49,1.03,97.17,1.33,1.7,13.45,27.7,13.93,16.06,92472,99.75,22452,68.03,0.24,31.43,34.55,15.73,17.42,28972,10966,11071,7851,10843,6669,5365.0,6761,13017,14.28,33.08,53.3,8.43,9.93,55.4,32.56,20.47,28.06,15.82,8.65,30.81,12.05,10.52,3.06,68.09,66.48,69.82,75.14,63.97,69.64,2366,3.25,19207,5.96,10.85,15.3,19.99,1.23,2.25,3.17,4.14,62.66,8.24,4.0,2.69,2.44,2.78,2.27,37.65,2.49,59.98,2,3072,92.39,32.97,2.02,36.65,1939,3.62,0.61,101200,127800,156100,54900,179,277,388,209,351,24.5,21.8,14.1,62,1,20.72,70.2,60.28,92.56,94.15,236.0,262.48,206.0,229.11,130000.0,144584.2,550.8,262.5,98.19,97.88,2.12,0.0,0.0,2.12,14.0,4.0,148.3,32.1,2884.7,1.96,70.0,9600000.0,87.29,0.0,5.93,106769.9,1,1.11,9.0,10.01,56.0,62.28,510.0,567.21,334.0,371.47,707.0,786.32,419.0,466.01,0.0,0.0,1623.79,640.62
Haverhillcity,MA,9.0,29405.0,4,51418,2.63,2.01,94.86,0.84,5.28,12.13,27.84,12.58,12.17,51418,100.0,36945,78.24,0.51,38.8,26.22,8.39,14.7,43209,15464,15708,12242,16019,15335,7942.0,7566,4418,8.83,8.5,21.96,21.02,7.13,63.41,27.07,23.43,13.02,28.97,8.88,31.99,11.96,10.52,3.1,72.16,69.39,76.0,73.44,65.25,72.1,1406,3.86,2950,13.05,17.8,22.47,26.64,0.75,1.02,1.29,1.53,88.46,1.47,4.35,3.02,2.55,2.73,2.3,62.72,1.89,54.02,2,1746,91.81,58.64,3.67,34.82,1939,3.73,0.39,115100,140100,167100,52000,361,504,611,250,586,27.4,24.5,14.0,44,1,5.74,76.79,53.96,83.89,90.38,91.0,170.89,74.0,138.96,47988.0,90116.6,527.3,170.9,99.82,93.41,2.2,4.4,0.0,6.59,4.0,10.0,61.5,34.5,1489.1,2.57,21.0,4951364.0,81.32,0.0,4.4,92981.6,0,0.0,22.0,41.31,58.0,108.92,225.0,422.53,773.0,1451.62,1102.0,2069.44,491.0,922.05,30.0,56.34,4499.45,572.76
WestBendcity,WI,131.0,85350.0,5,23916,2.75,0.13,98.74,0.47,0.92,13.83,27.68,12.85,10.66,0,0.0,34337,81.15,0.46,53.95,24.98,4.52,13.82,38565,13957,14025,2806,8036,5512,28686.0,11737,1025,4.37,10.04,19.66,16.54,3.43,68.31,35.63,17.93,22.1,21.92,7.2,27.51,9.66,8.48,3.2,82.0,81.94,88.27,84.38,66.43,75.34,264,1.42,349,0.0,1.72,8.02,9.74,0.0,0.03,0.12,0.14,95.85,0.35,4.49,3.29,2.71,2.96,2.28,68.84,1.51,39.8,3,201,97.74,62.96,0.5,25.87,1967,1.46,0.32,62500,73100,90400,27900,320,391,444,124,455,23.8,20.4,13.0,2,0,1.46,84.14,52.47,82.5,94.86,,,,,,,,,,,,,,,,,,10.4,2302.0,0.28,,,,,0.0,,0,0.0,6.0,21.87,1.0,3.64,28.0,102.06,91.0,331.69,1095.0,3991.25,44.0,160.38,9.0,32.8,4516.13,127.57
Biddefordcity,ME,31.0,4860.0,3,20710,2.6,0.3,98.49,0.84,0.48,14.77,29.68,15.5,13.53,0,0.0,28496,76.44,0.79,38.34,29.48,8.9,16.11,33984,12382,12421,10160,9595,6950,3350.0,10889,2273,11.47,19.04,33.06,10.72,6.33,62.87,29.35,20.71,22.08,17.4,8.66,31.31,11.48,10.2,3.0,70.92,69.46,72.84,75.64,67.29,75.46,398,2.44,987,7.09,12.56,16.21,17.53,0.34,0.6,0.77,0.84,64.17,1.33,2.93,2.04,2.49,2.73,2.27,53.41,1.46,50.02,2,1095,87.9,48.76,2.28,61.19,1942,4.98,0.45,85100,109800,142900,57800,306,402,474,168,456,25.8,24.5,12.2,0,0,4.77,77.56,56.28,84.49,90.74,,,,,,,,,,,,,,,,,,31.1,666.1,1.32,,,,,0.0,,0,0.0,12.0,58.73,9.0,44.05,12.0,58.73,206.0,1008.22,875.0,4282.5,32.0,156.62,30.0,146.83,5594.17,161.51
Wilbrahamtown,MA,13.0,79740.0,8,12635,2.82,1.23,97.26,1.31,0.8,13.13,20.61,10.56,13.98,6323,50.04,50275,82.92,0.84,58.97,27.41,3.61,20.24,55731,21748,21802,22606,33591,17217,0.0,11317,437,3.5,3.16,12.08,34.36,4.0,65.46,22.82,27.02,8.31,39.93,4.24,23.89,6.62,5.49,3.14,88.2,87.01,92.99,86.13,54.21,71.27,31,0.32,640,3.44,3.44,11.88,14.84,0.17,0.17,0.6,0.75,91.13,0.91,3.5,2.86,2.8,2.89,2.08,91.45,0.45,20.34,3,157,96.61,88.49,0.64,35.03,1962,0.36,0.0,141200,177700,225500,84300,181,364,535,354,463,24.1,20.0,12.3,0,0,5.07,66.02,69.9,88.58,91.39,,,,,,,,,,,,,,,,,,23.0,548.8,1.33,,,,,0.0,,0,0.0,2.0,15.41,3.0,23.12,22.0,169.53,112.0,863.07,178.0,1371.66,60.0,462.36,6.0,46.24,2743.32,208.06
